Data_center,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,power_usage_2023_kwh,power_usage_per_hour_2023_kwh
Great Lakes Colocation ,1501 35th ave west,-95.1961915,43.1531185,ROOFTOP,206444,23.5666667
Heartland Technology Data Center,1151 12th St,-92.33176943,42.48912649,GoogleMap,206444,23.5666667
Lunavi Cheyenne,340 Progress Circle,-104.7415066,41.12966043,GoogleMap,185712,21.2
Green House Data,340 Progress Circle,-104.7415066,41.12966043,GoogleMap,185712,21.2
Microsoft Cheyenne,644 Logistics Dr,-104.896047,41.12378897,GoogleMap,185712,21.2
Cogent Data Center - Cheyenne,114 W 10th St,-104.8116222,41.12792003,GoogleMap,185712,21.2
Microsoft Bison Business Park,82007,-104.798771,41.0791985,APPROXIMATE,185712,21.2
Microsoft Cheyenne Business Parkway,82007,-104.798771,41.0791985,APPROXIMATE,185712,21.2
MWTN - NOC of the Rockies,123 W. 1st Street,-106.3262812,42.84964711,GoogleMap,185712,21.2
ISG Topeka,400 SE Jefferson,-94.8227394,33.8929173,ROOFTOP,625.7142857,0.071428571
Nexus Management,4 Industrial Parkway,-101.4992855,48.7667936,GEOMETRIC_CENTER,5256,0.6
Midco Fargo,4624 28th Ave S,-96.86588738,46.83652826,GoogleMap,559388.5714,63.85714286
DCN Fargo Great Plains,3901 Great Plains Dr S,-96.8444693,46.8149813,ROOFTOP,559388.5714,63.85714286
702 Data Center,58103,-96.8262901,46.8647086,APPROXIMATE,559388.5714,63.85714286
Midco Grand Forks,3251 32nd Ave S,-97.0760953,47.8887107,ROOFTOP,559388.5714,63.85714286
DCN Bismarck Coleman,4202 Coleman St,103.8507088,1.2918849,GEOMETRIC_CENTER,559388.5714,63.85714286
