Data_center,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,power_usage_2023_kwh,power_usage_per_hour_2023_kwh
Ubiquity Edge Data Center,695 Brannen St,-81.7604578,32.4325928,ROOFTOP,73516.55952,8.392301316
