Data_center,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,power_usage_2023_kwh,power_usage_per_hour_2023_kwh
CyrusOne SCV1 - Santa Clara,2600 De La Cruz Blvd.,-121.9434537,37.3685806,ROOFTOP,33566.97482,3.831846441
Equinix SV2,1350 Duane Ave,-121.9549689,37.3781646,ROOFTOP,33566.97482,3.831846441
Cologix SV1,2050 Martin Ave.,-121.9617379,37.3653921,GoogleMap,33566.97482,3.831846441
Deft Silicon Valley,2820 Northwestern Pkwy,-121.9736174,37.3724282,ROOFTOP,33566.97482,3.831846441
STACK Infrastructure SVY02A,1200 Memorex Dr,-121.9530432,37.3614358,ROOFTOP,33566.97482,3.831846441
Datacate Santa Clara,2151 Mission College Blvd,-121.9622415,37.3894282,ROOFTOP,33566.97482,3.831846441
EdgeCore Silicon Valley Campus,2201 Laurelwood Rd,-121.9649217,37.3847138,ROOFTOP,33566.97482,3.831846441
CoreSite Silicon Valley (SV9),2905 Stender Way,-121.9696175,37.375177,ROOFTOP,33566.97482,3.831846441
Centersquare - Silicon Valley SFO1-A,2401 Walsh Ave,-121.9694581,37.3718854,ROOFTOP,33566.97482,3.831846441
Centersquare - Silicon Valley SFO2-A,4700 Old Ironsides Dr,-121.9809711,37.3986458,ROOFTOP,33566.97482,3.831846441
Colovore SJC02,3060 Raymond St,-121.9530364,37.37733265,GoogleMap,33566.97482,3.831846441
CoreSite Santa Clara (SV8),3035 Stender Way,-121.9717215,37.3771996,ROOFTOP,33566.97482,3.831846441
Vantage CA3 - Santa Clara III,2590 Walsh Ave,-121.9745047,37.3707768,ROOFTOP,33566.97482,3.831846441
Equinix SV17 (NAP West),3030 Corvin Drive,-121.9886321,37.3765079,ROOFTOP,33566.97482,3.831846441
CloudHQ SJC1,552 Reed St,-121.9425961,37.35992133,GoogleMap,33566.97482,3.831846441
Amazon AWS SFO - Mission College Campus,2305 Mission College Blvd,-121.9671293,37.3900212,ROOFTOP,33566.97482,3.831846441
CoreSite Santa Clara (SV4),2972 Stender Way,-121.9706838,37.3762075,ROOFTOP,33566.97482,3.831846441
Centersquare - Silicon Valley SFO1-B,2403 Walsh Ave.,-121.9698841,37.3703658,ROOFTOP,33566.97482,3.831846441
Centersquare - Silicon Valley SFO2-B,4650 Old Ironsides Dr,-121.9808325,37.3975802,ROOFTOP,33566.97482,3.831846441
China Telecom Santa Clara,2807 Mission College Blvd,-121.9783138,37.3939893,ROOFTOP,33566.97482,3.831846441
Equinix SV6,444 Toyama Drive,-122.0145748,37.3995678,ROOFTOP,33566.97482,3.831846441
CoreSite Santa Clara (SV7),3020 Coronado Drive,-121.9728709,37.3764727,ROOFTOP,33566.97482,3.831846441
Equinix SV14,2960 Corvin Drive,-121.9888098,37.3749528,ROOFTOP,33566.97482,3.831846441
CoreSite Santa Clara (SV5),2950 Stender Way,-121.970755,37.375217,ROOFTOP,33566.97482,3.831846441
Equinix SV15,2970 Corvin Drive,-121.988525,37.375705,ROOFTOP,33566.97482,3.831846441
Equinix SV16,3000 Corvin Drive,-121.9884071,37.3763211,ROOFTOP,33566.97482,3.831846441
Amazon AWS SFO - 960 Central,960 Central Expy,-121.9539218,37.373321,ROOFTOP,33566.97482,3.831846441
Amazon AWS SFO - 2305 Mission A,2305 Mission College Blvd,-121.9671293,37.3900212,ROOFTOP,33566.97482,3.831846441
Amazon AWS SFO - 2305 Mission B,2305 Mission College Blvd,-121.9671293,37.3900212,ROOFTOP,33566.97482,3.831846441
Vantage CA2 - Building 3,737 Mathew St,-121.9473071,37.3644346,ROOFTOP,33566.97482,3.831846441
SoftLayer - SJC01,3105 Alfred St,-121.9581002,37.37827102,GoogleMap,33566.97482,3.831846441
Tata Communications Santa Clara,1100 Space Park,-121.9533236,37.37582117,GoogleMap,33566.97482,3.831846441
Hurricane Fremont 1,760 Mission Ct,-121.9310449,37.48988796,GoogleMap,33566.97482,3.831846441
Hurricane Fremont 2,48233 Warm Springs Blvd,-121.9201106,37.4718094,ROOFTOP,33566.97482,3.831846441
NTT Sacramento CA2,2999 Gold Canal Dr.,-121.268183,38.5944756,ROOFTOP,33566.97482,3.831846441
NTT Sacramento CA1,1625 West National Drive,-121.4986413,38.6443873,ROOFTOP,33566.97482,3.831846441
